firstName,lastName,linkedinUrl,company,ycBatch
Marie,van der Klink,https://www.linkedin.com/in/marie-van-der-klink?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAADPDZR0BEFcd04yGoBBv56bWhe1BeiYgNGk,et al. (YC S24),YC S24
Julia,Turc,https://www.linkedin.com/in/iulia-raluca-turc?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAp_snUBhyKz2f6KIWdhtv1V-tUzBBkC_Lg,Storia (YC S24),YC S24
Leon,Hergert,https://www.linkedin.com/in/leonhergert?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACQU95sBouWrLIqUh0QAEq3CerpZL-IooYQ,Spherecast (YC S24),YC S24
Rabii,Malik,https://www.linkedin.com/in/rabii-malik?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAB6IuBIBf--xXR0lSnUGlRQEx6D6ieqyruI,Remo (YC S24),YC S24
Nina,Hu,https://www.linkedin.com/in/ninahuuu?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAABBGReYB_LRsextQ3kzT7HwiiDNNXm8G_AA,DreamRP (YC S24),YC S24
Manish,C.,https://www.linkedin.com/in/manishchauhan01?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAANf4OQBv3MO9kYXIDOtNePq0HxaK2OVwGM,SureBright(YC S24),YC S24
Deshraj,Yadav,https://www.linkedin.com/in/deshrajdry?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAA_ge6MBz_PVUCMJNE7gJzKeqd-vTX9C4_Y,"Ex - Tesla AI, Snap",YC S24
Srikar,D.,https://www.linkedin.com/in/srikar-d-473390136?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACEo35cBtRorrkTgrnw-mNRKN9OQnBO2xd0,Alter (YC S25),YC S25
Luke,Shiels,https://www.linkedin.com/in/shiels?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACE7-3YBhvDlJBOuk4WywNUdewASLpd0IUk,,YC S25
Khalid,Ashmawy,https://www.linkedin.com/in/khalidashmawy?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAduQdABe9HrfiemXQpoK4qJpbXogToWMEo,Munify (YC S25),YC S25
Pranjali,Awasthi,https://www.linkedin.com/in/pranjali-awasthi-neuro?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAADDrgbIB2wj5Muc0zjxuZc5XENtKTw6cCo8,Building slashy.ai (YC S25),YC S25
Farhan,Hossain,https://www.linkedin.com/in/mfarhanh?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAzievIBKHBuvhyMUN_-y_oIvnA57olsev0,Building for Humanity.,YC S25
Henry,Ndubuaku,https://www.linkedin.com/in/henry-ndubuaku-7b6350b8?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAABj3vXoB9WffqkgTXWZ9mY8yadryo7_eqH4,,YC S25
Omar,Abdelaziz,https://www.linkedin.com/in/oabdelaziz?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAA_ezsoBcmKFjeaiyNRbLET4VtoUvHvn2kI,ex-Google,YC S25
Abhay,Kalra,https://www.linkedin.com/in/abhay-kalra-683688214?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAADY0icMB2C2nrK8FpK-3s5UQ9yHhfxynMxw,Avent (YC S25),YC S25
Jinlin,Zhang,https://www.linkedin.com/in/kenny-zhang-jinlin?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACqZORQBKpAxwoE37ZRC9W2V2jJd9QuVaCI,Riff (YC S25),YC S25
Daivik,Goel,https://www.linkedin.com/in/daivikg?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAB9xjdABQH1wq3KlP2ZLYsnm1wSabbTMJoY,uWaterloo Eng,YC S25
Edward,Look,https://www.linkedin.com/in/edwlk?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAABFKO1sBJP9CwWD0A2Coa3H0DprqJD3OKxw,Floot (YC S25),YC S25
Daniel,Rupawalla,https://www.linkedin.com/in/danielrupawalla?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAADkJokoBHS9shm3q5BUuWTPxqZZYHgy5oCo,Nuntius (YC S25),YC S25
Angel,Onuoha,https://www.linkedin.com/in/angel-onuoha?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAB9yYxIBwtpvp2dHRh3xHdj_aj8LVHixc4w,Avelis Health (YC S25),YC S25
Ritam,Rana,https://www.linkedin.com/in/ritamrana?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACsQqnABR2IPcJ_donyjrhAblSSx61FvtHg,Knowlify (YC S25),YC S25
Ethan,Gibbs,https://www.linkedin.com/in/etgibbs?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAADD6YMUBq3us1otK_zN0Bl6VIkUh5OWU5AA,Embedder (YC S25),YC S25
Leeds,Rising,https://www.linkedin.com/in/leedsrising?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAABrI0yABG5tQaQoImtS1eNEFInq1ohsLPZk,CEO Palace (YC S25),YC S25
Ayush,Rodrigues,https://www.linkedin.com/in/ayrod?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAC493v0B4kNfGaMYsl4qpt1SIWipJb-s-AM,0 webhooks (Hiring!!),YC S25
Tim,Cherkasov,https://www.linkedin.com/in/timcherkasov?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAABc9mnYB4R_jrJBsvC7zYnmxGNYL4TR7nEw,trace.so (YC S25),YC S25
Vedant,Vyas,https://www.linkedin.com/in/vedant-vyas5?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAADjJI2wB4g6tDosdxix9p7NSlMsYemagOkM,Opennote (YC S25),YC S25
Nicole,Ma,https://www.linkedin.com/in/ma06nicole?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAADEv47UBhh5jmZhmmnCemTCXDUYF7rwN5T8,Topological (YC S25),YC S25
Ryan,Ewing,https://www.linkedin.com/in/rjewing?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACLozBEBumC0itpBx_8LNiUTHxt3y5KMGqA,,YC S25
Charles,Antoine Malenfant,https://www.linkedin.com/in/charles-antoine-malenfant-618776b9?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAABk1RvQB4UplF3EipVEt5IGLZVWdsPcL_QI,GhostEye (YC S25),YC S25
Alessia,Paccagnella,https://www.linkedin.com/in/alepacca?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAABweYtYBwm5o5RMXP4mYlxFRILIuqTGbV6Q,VibeFlow (YC S25),YC S25
Tom,Greenwald,https://www.linkedin.com/in/t-greenwald?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACERbjIBW6etTlxTKk8cUMs_c_9fPtX-_iE,Sagekit (YC S25),YC S25
Warren,Wang,https://www.linkedin.com/in/warrenwang-fnu?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACONmJIBAGYPK8XiQdBEjVpf5ppShDBR9Ls,dScribe AI (YC S25),YC S25
Chris,Nolet,https://www.linkedin.com/in/chrisnolet?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAKPw8UBK0Izl98ln7PAeW2Xv7zm27PVnl0,Vibe Code Go (YC S25) · ex-Apple,YC S25
Aram,Shatakhtsyan,https://www.linkedin.com/in/artahian?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAZt0a0BpJsDOEvyT3iry4I_d2xqoCesaEM,Modelence,YC S25
Ben,Smith,https://www.linkedin.com/in/ben-smith-b15b12293?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAEctmMEBzLMj3fhPvOurnCDUZp16CxuQ5cs,Skope (YC S25),YC S25
Christopher,Markus,https://www.linkedin.com/in/chris-markus?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACXlus8B2DnBO_m1smXnPjw9opbks3CxCfw,BootLoop (YC S25),YC S25
Roman,Shemet,https://www.linkedin.com/in/roman-shemet?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAB99Yp4BPKjwMrF8J1_hdPRtZ7cx4QdR0uU,Cactus (YC S25),YC S25
Ananth,Subramanya,https://www.linkedin.com/in/ams29?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAADduWwoBBSoKqH7qn2FwuOv1RIVkJa1n1B8,MangoDesk (YC S25),YC S25
Juan,Francisco Alzugaray,https://www.linkedin.com/in/jfalzugaray?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAADXZVeMBq2LZHlCCFPABaFEEhM1f3Ck0KhM,Flai (YC S25),YC S25
Bruno,Koba,https://www.linkedin.com/in/bruno-koba?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAABTnT4gBbt8BvYGbIYqL9STOuQLaVDLrgf0,Gaus (YC S25),YC S25
Ayaan,Parikh,https://www.linkedin.com/in/ayaan-parikh?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAADWSFjsB4J-_FCCI-q36q_YV8eS06o0g5Jo,Convexia (YC S25),YC S25
Paul,Bae,https://www.linkedin.com/in/pybae?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAABXjpUwBNZBNtA6UEQUQ4JyLkgfn1EsIvsc,Async (YC S25),YC S25
Arjun,Talati,https://www.linkedin.com/in/arjun-talati?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAENfzFcB0E7JkL7KCzKuLKggu4hXQ-vBMr8,Knowlify (YC S25),YC S25
Adi,Singh,https://www.linkedin.com/in/adivirsingh13?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAADQEshQBG1avGHOcJhoS7zGI-WO9v0w5FDk,AgentMail (YC S25),YC S25
Priti,Rangnekar,https://www.linkedin.com/in/pritirangnekar?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAB6HCO8BkjsfxCMfWyE_dUoWtqw8EP7CrWQ,Nixo (YC S25),YC S25
Filippo,Facioni,https://www.linkedin.com/in/filippo-facioni-678b08181?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACsOjbwBg25TlCIz82J_Jyj1Ow63-5Zn6MU,Mobile Operator (YC S25),YC S25
John,Huddleston,https://www.linkedin.com/in/john-huddleston-3584121b7?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAADJtwHQBUnC5j5Q-nLqXQtn4iR4ubg-agA0,,YC S25
Andrea,P.,https://www.linkedin.com/in/pinto-andrea?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACpwpGgB7225s0spBOcT7R6c8AU6A8YIFgA,Nottelabs (YC S25),YC S25
Pratham,Bansal,https://www.linkedin.com/in/bansalpratham?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAC_eBJYBHdrGkO-38J9L4qSEd7Q0LAF_YSE,Lanesurf (YC S25),YC S25
Rohan,Sharma,https://www.linkedin.com/in/r9a?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAATxqkYBz-qd6SZq1yMPIi_kaPQWNzWZ1a0,Serafis (YC S25),YC S25
Pietro,Zullo,https://www.linkedin.com/in/pietrozullo?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACYxPYEBdBfZQ233ZHFv3EhGXBMBdBnJeDo,,YC S25
Zeyneb,Kaya,https://www.linkedin.com/in/zeyneb-kaya?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAADDzi_YBOK2mWkddmCnVYAJn9jbzP6nnhU4,Topological (YC S25),YC S25
Akash,Thakur,https://www.linkedin.com/in/akashthakur1203?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAcSmH8BF2L0fJg9HWFupH3Yw_USGgbTLio,Ex-Apple,YC S25
Chinmay,Patel,https://www.linkedin.com/in/chinmayspatel?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAA6f3G0B_cnLLkwn-vFlYQelNlZafMklbxs,"Ex-Harvard, Stanford, MIT, BCG",YC S25
Alec,Olesky,https://www.linkedin.com/in/alec-olesky?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAB8iHsQBChdp0cF_oxSMizwKNpdSE9yeWQM,RowFlow (YC S25),YC S25
Royce,Arockiasamy,https://www.linkedin.com/in/roycea1?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAADXX8pYBWBDj08sUsG7i-KWn-fGccfhqNtI,,YC S25
Abhigyan,Arya,https://www.linkedin.com/in/abhiaarya?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAADPVvgkBSCCv52qyNeR7L7nLYXun_bCp7PM,"Browserbase, NASA",YC S25
Arnav,Agrawal,https://www.linkedin.com/in/arnavagrawal03?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAD4IFD0BxxGjZwH2-shtC9cIdFr1w9ICfcg,,YC X25
Swan,Beaujard,https://www.linkedin.com/in/nullswan?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAADTr2N8BsKY_J7zFd5xkWEzACgnDFGzuWz8,Nomi (YC X25),YC X25
Eric,Mao,https://www.linkedin.com/in/eric-mao?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAADsxdw8BxRn8JRxAkxakLMMf09WQR5YHiE8,clado (YC X25),YC X25
Mathieu,Rihet,https://www.linkedin.com/in/mathieurihet?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAEay03oBMVA6wyIRIC031jDbWpA9aCEKmjU,Novoflow (YC X25),YC X25
Christopher,L.,https://www.linkedin.com/in/~chris?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAABnfEdwByZxUkhLLPURu6iiwCMYg2hrFFDg,BitPatrol (YC X25),YC X25
Viraj,Mehta,https://www.linkedin.com/in/virajmehta28?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACfJ_WABVKZ6H0J9NNmNnrlGC3Tvb69WC5E,Galen AI (YC X25),YC X25
Om,Agarwal,https://www.linkedin.com/in/om-agarwal?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAABzQRmcBed2o6H_AazCwbZgLPEJr28MNYRU,Minerva (YC X25),YC X25
Shourya,Lala,https://www.linkedin.com/in/shouryalala?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAABzPbVAB-4HuyffNtkXz7cCwlUR8v0DSQi0,Third Chair (YC X25),YC X25
Sean,Dorje,https://www.linkedin.com/in/seandorje?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAADl_0DsBUTWTJlr8X4VMTncPZcyFoS7TzRY,Relixir (YC X25),YC X25
Georges,C.,https://www.linkedin.com/in/thegeorgesc?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAADaiEaoBDaoZ1JxTUNIoX8OqJyu--bJ5ew4,Novoflow (YC X25): AI employees for clinics,YC X25
Lalit,Kundu,https://www.linkedin.com/in/lalitkundu?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAc6HCsBislAZ_YqXHLnnIM8t-syIF7jHyo,Google,YC X25
Ananth,Kashyap,https://www.linkedin.com/in/ananth-kashyap?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAADUBQmsBhtXUnyxhtvUgHUgKTS1DaoPr5nI,Sureform (YC X25),YC X25
Aaksha,Meghawat,https://www.linkedin.com/in/aaksham?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAZQkvIBE_e1-yJ4vomnVRh2mmxiP0J1_7k,Kashikoi (YC X25),YC X25
Francesco,Bonacci,https://www.linkedin.com/in/francesco-bonacci-70428a121?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAB4ed3QBhp75iHElec1JrQVKSvUW9rOyIvg,"Cua AI (YC X25), Previously Gaming AI at Xbox",YC X25
Spencer,Brown,https://www.linkedin.com/in/spencercbrown?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAABDJwZsBGR_QQLbmCQVxNNcP298CYOSTScY,Chestnut,YC X25
Rohan,Vasishth,https://www.linkedin.com/in/rohanvas?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACCjMQMBThjIcLaWMSi4jhzYVwgBAEC9exE,Bluejay (YC X25),YC X25
Jack,Swisher,https://www.linkedin.com/in/jack-swisher-77548a165?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACdnT8kB8rvMFmIYEiy9fyFOb4SP4T8AwfU,,YC X25
Dylan,Nguyen,https://www.linkedin.com/in/dylan-nguyenn?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAADrmULQBFQakhZ63inAB4avz0wMqgKSQdXY,Code Four (YC X25),YC X25
Yoav,Zimmerman,https://www.linkedin.com/in/yoav-zimmerman-05653252?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAsc3MIBLHkNLN14Twgk8JS76cRYjGomsac,Third Chair (YC X25),YC X25
Kevin,Treehan,https://www.linkedin.com/in/kevintreehan?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACgcdgwBNGhsDwRwktHTy8D4_LCmJ7sWVcQ,Capacitive,YC X25
Vraj,P.,https://www.linkedin.com/in/vrajdirajlal?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACfXk9ABiyDCmecqSv8MXxTICDB9WJWsyQE,Atlog (YC X25),YC X25
Casey,O'Grady,https://www.linkedin.com/in/casey-og?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACH4b1IB7JYb8U3y3Tztp6HHHxVa_W_KPTs,Blueshoe (YC X25),YC X25
Alex,Odin,https://www.linkedin.com/in/odinalex?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAA_vDv0B-CXtschUlhxXIXkGFFVP-FgeFDw,AI Strategy & Product Development for Scaling Conversational GenAI,YC X25
Pratham,Hombal,https://www.linkedin.com/in/prathamhombal?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAEIxPLwBbnxKuHwT_NKfIxcdhlX83z4szqQ,Stratify (YC X25),YC X25
Akul,Gupta,https://www.linkedin.com/in/akulguptax?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAC96WE4Bvufwf4N_WPE0_qtAnieL6mS4OFs,MindFort (YC X25),YC X25
Eshani,Mehta,https://www.linkedin.com/in/eshanimehta?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAABzPuhoBcRvvl0zTXThqhzEfNxgojH9IXCg,Lumari (YC X25),YC X25
Daanish,Khazi,https://www.linkedin.com/in/daanishkhazi?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAABHjbRoBQPMYXPwz5NXBtqsYjof0vB5zE34,TLDC (YC X25),YC X25
Amandeep,Singh,https://www.linkedin.com/in/amandeep-singh0?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAeXOWIBZhjGhreZoI0kEOxTvYz2ig47Eq4,ScalarField.io (YC X25),YC X25
Skyler,Ji,https://www.linkedin.com/in/skyler-ji?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAADMiezMBN-RGOpfpkAS-OEyczNUD6qT17tU,Human Behavior (YC x25),YC X25
Priyanka,S.,https://www.linkedin.com/in/priyanka-shrestha-?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAADI1_Y4B2Q_8sBp3_K4m8TI7jSTrLkaP8sg,Galen AI (YC X25),YC X25
Kevin,Z.,https://www.linkedin.com/in/kevindzhang?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAABjvg_gBcLvqiOjglqbwcquNV9uE1f_leCM,Cohesive AI (YC X25),YC X25
Nikhil,Tiwari,https://www.linkedin.com/in/nikhiltiwari-iitb?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAADLJTgcBL5fOIH-LuDErLaAWMHr5TCFHgYI,Frekil (YC X25),YC X25
Chloe,Samaha,https://www.linkedin.com/in/chloesamaha?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAADD8ZK4B5UaEmqSDRXTD-3N5ADO1c4z31dI,BOND (YC X25),YC X25
Krishang,Todi,https://www.linkedin.com/in/krishang-todi-a6525b135?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACD2jS0BUDhIupOu6AlrmCWmPoXtbBY_pm8,Aegis (YC X25),YC X25
amogh,chaturvedi,https://www.linkedin.com/in/amoghchaturvedi1?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAADvgSY0BS0vsNMPUJImqnTAnL9OPnGA_IuM,human behavior (yc x25) // prev stanford,YC X25
Amir,Farahani,https://www.linkedin.com/in/theamirfarahani?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAADaHMHMBjcGiBdeLHAMBqqatO1aJPwWBluU,Caucus (YC X25),YC X25
Alex,Liu,https://www.linkedin.com/in/alexyliuswe?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACPMOJwBHmhDcXJ1Nxg4F8-kV2HlIJMKKmM,Prism AI (YC X25),YC X25
Bryan,Guin,https://www.linkedin.com/in/bryan-guin?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACEGOjcBYunNsGuRE5PfIvgPuDvHvogl5uo,Avallon AI (YC X25),YC X25
Rayan,Garg,https://www.linkedin.com/in/rayan-garg?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACsX-KcB8YrAmdwi4Czmue1OEiG1W0MXqD8,,YC X25
Ilariia,Belova,https://www.linkedin.com/in/jhilary?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAk7SkcBVMpAoE63B2qVXUyIjzQsauxVJj4,"Stealth Startup (YC F25), ex-Yandex",YC F25
Sri,Raghu Malireddi,https://www.linkedin.com/in/r4ghu?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAu0Y0kBacpTHOpn0H58hOmbDHUXfgIDMRE,Moss (YC F25),YC F25
Kiran,Mohan,https://www.linkedin.com/in/kiranmohanb?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACo2k7oBRTnSx6YhzVSMf6YFlbm_TtYpfb4,Lexi (YC F25),YC F25
Humza,Ahmed,https://www.linkedin.com/in/h4ahmed?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAEBZClUBwEFUX5nT-VMzl3ruDgwUrxyL0JI,Automax.ai (YC F25),YC F25
Shivani,Patel,https://www.linkedin.com/in/shivanijpatel?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAABx1IXUBcjzTlJFBJXRri8gbY5bOvOxUf40,Telemetron (YC F25),YC F25
